title,url,text,dead,by,score,time,timestamp,type,id,parent,descendants,ranking,deleted
,,"It has a changelog in the top menu under &quot;Changes&quot; which lists all the additions by date. You can even get notified on updates (although only via Telegram, an RSS feed would be nicer).",,rob74,,1668550875,2022-11-15 22:21:15 UTC,comment,33615919,33615128,,,
,,It&#x27;s not very good at answering basic questions.,,DantesKite,,1668545982,2022-11-15 20:59:42 UTC,comment,33614938,33611265,,,
,,"If you want to be pedantic, it&#x27;s km&#x2F;h with a lowercase k.",,Symbiote,,1668527138,2022-11-15 15:45:38 UTC,comment,33610588,33609274,,,
,,"If you’re looking for emergency comms where cell service is unavailable, you can do really well with a 2m&#x2F;70cm Baofeng UV-5R. It’ll run you like $60 between the technician’s license (easy to get) and the radio, no subscription. From mountains (no service), I’ve gotten into repeaters 60 miles away. Knowing the community on those frequencies, they’ll treat your emergency with the same respect and decorum as those submitted through the SOS feature (many even train for it through organizations like ARES).<p>I certainly don’t mean to poo-poo this announcement in HN commenter fashion—-I think it’s actually really great to have. Just wanted to highlight an alternative to shelling out $1k+ for a capable phone if you don’t have one.",,teeray,,1668522758,2022-11-15 14:32:38 UTC,comment,33609575,33608671,,,
,,"Recently Amazon Music stopped allowing me to play my own uploaded music from many years ago in playlists.  It says to access my songs via playlists I have to subscribe to Amazon Unlimited Music.  It is my music, why can&#x27;t I play it via playlist anymore?  I can still play albums I uploaded, just not playlists.",,uslic001,,1668522753,2022-11-15 14:32:33 UTC,comment,33609573,33595879,,,
,,Have you considered supporting an alternative system to capitalism?<p>I don’t see this changing anytime soon because it is so profitable in our current system.,,hawthornio,,1668540265,2022-11-15 19:24:25 UTC,comment,33613713,33613511,,,
,,Who can find the mistakes?,,sean_pedersen,,1668489363,2022-11-15 05:16:03 UTC,comment,33605583,33605582,,,
,,What&#x27;s your pace when walking? Do you walk fast like you&#x27;re going to some place? Or do you walk slower than your default walking speed?,,emadabdulrahim,,1668489377,2022-11-15 05:16:17 UTC,comment,33605586,33605480,,,
,,And Jun for June?,,ihatepython,,1668489380,2022-11-15 05:16:20 UTC,comment,33605587,33602135,,,
,,"This is a <i>massive</i> difference from any other project like this with wide device support, assuming it works correctly:<p>&gt; Bootloader relocking is restored and has been tested working on 23 devices and is available for 26 more. Verified boot is also restored on 36 of those devices and is enforcing once locked.<p>Edit: looks like almost all the devices with relocking support are Google &#x2F; OnePlus &#x2F; Fairphone, so it might not add anything in this regard to GrapheneOS. No workaround for the signing key issue, I guess.<p>They also seem to be doing some security hardening and blob removal, although I&#x27;m not sure how that would affect driver &#x2F; device support.",,bscphil,,1668489365,2022-11-15 05:16:05 UTC,comment,33605584,33605367,,,
,,"True, trump at least says his catch phrase &#x27;you&#x27;re fired&#x27; to their face",,nikau,,1668489365,2022-11-15 05:16:05 UTC,comment,33605585,33604874,,,
,,"The foils can break, leaving a sharp tip that is more able to pierce protective clothing.",,glfharris,,1668479042,2022-11-15 02:24:02 UTC,comment,33604482,33604425,,,
,,"Too high-level.<p>It needs to track individuals with multiple large, energy-sucking houses.  Also, talking heads that travel by private jet.",,RickJWagner,,1668479092,2022-11-15 02:24:52 UTC,comment,33604485,33594078,,,
,,"&gt; By definition, the existing developers aren&#x27;t smart enough to do it.<p>You have no evidence to support this. Performance sucks in other countries because product leadership with their hands on the wheel of the company never prioritizes &quot;unsexy&quot; investments in performance and infrastructure work (same as the new guy btw). That is exactly what Eric was advocating in his thread.",,jurassic,,1668479099,2022-11-15 02:24:59 UTC,comment,33604486,33598503,,,
,,"Additional benefits of randomising data by sorting the hashes, for example.",,jayhoon,,1668479108,2022-11-15 02:25:08 UTC,comment,33604487,33604400,,,
,,What does &quot;xi&#x2F;xir&quot; mean?,,rickstanley,,1668534734,2022-11-15 17:52:14 UTC,comment,33612578,33612493,,,
,,"Agreed. Similar to the invention of seatbelts and other safety devices, safer technology induces risker behavior.<p>Would be unfortunate to have an over-reliance on emergency services aided by these tools.<p>Offer a few free texts a year and then charge like 5 bucks to text for a day or something.",,arb-spreads,,1668534733,2022-11-15 17:52:13 UTC,comment,33612577,33610623,,,
,,Hhhjw2hûawan eñ.2,,paintballboi07,,1668534733,2022-11-15 17:52:13 UTC,comment,33612576,33582264,,,
,,"Tell me when Pro Tools supports Linux. Or Ableton. Or Cubase. Or FL Studio. Today there is one major DAW that supports Linux, which is Bitwig. But there are very few plugins and the <i>vast</i> majority of the revenue and users are on Windows and MacOS. The TL;DR is that there&#x27;s not a convincing argument to support Linux today by the major developers. It&#x27;s a chicken and egg problem to be sure.<p>I&#x27;ve tried Ubuntu Studio. It&#x27;s not better except that it had early support for preempt rt. I still think Linux audio is a disaster.",,duped,,1668534720,2022-11-15 17:52:00 UTC,comment,33612575,33612227,,,
,,We’re you using the Aurora Serverless data APIs? Curious if there is something equivalent on PlanetScale.,,revicon,,1668534703,2022-11-15 17:51:43 UTC,comment,33612573,33612318,,,
,,"&gt; There are some<p>Some politicians like that wording a lot - &quot;People are saying...&quot;, &quot;I am hearing...&quot;<p>It&#x27;s not verifiable and doesn&#x27;t belong in a news story.",,GrinningFool,,1668534701,2022-11-15 17:51:41 UTC,comment,33612572,33611854,,,
,,"My guess is that SBF would also not be treated with kid gloves if he professed a belief that white people were biologically intellectually superior to black people, re: Scott Alexander.<p>Definitely agree that he is being treated nicely (likely due to being a democratic donor) compared to other crypto folks.",,whimsicalism,,1668534699,2022-11-15 17:51:39 UTC,comment,33612571,33611616,,,
,,Great answers! What do you think about secondary remote backups in case of fire&#x2F;flood&#x2F;etc?,,throwaway894345,,1668551215,2022-11-15 22:26:55 UTC,comment,33615998,33615957,,,
,,"With the amount of paywalls with &#x27;Premium articles&#x27; the usefulness of Bugmenot declined IMHO. It sucks, because I used it quite a bit back in the day.",,alex3305,,1668551217,2022-11-15 22:26:57 UTC,comment,33615999,33615417,,,
